3	48	2
3	49	34
3	51	1
3	52	19
3	54	3
3	56	20
3	57	6
3	58	3
3	59	2
3	60	3
3	62	18
3	63	57
3	65	18
3	66	21
3	67	4
3	68	1
3	70	14
3	71	9
3	72	1
3	73	1
4	5	58
4	6	28
4	7	35
4	8	16
4	9	16
4	10	57
4	11	12
4	12	30
4	13	13
4	14	37
4	15	7
4	16	14
4	17	62
4	19	22
4	20	11
4	21	8
4	22	62
4	23	60
4	24	25
4	25	5
4	26	64
4	27	22
4	28	7
4	29	13
4	30	4
4	31	29
4	32	28
4	33	16
4	34	8
4	35	7
4	36	1
4	37	47
4	38	22
4	39	213
4	40	24
4	41	368
4	42	29
4	43	49
4	44	5
4	45	19
4	46	122
4	47	106
4	48	8
4	49	159
4	50	2
4	51	15
4	52	22
4	53	10
4	54	9
4	55	8
4	56	31
4	57	20
4	58	2
4	59	1
4	60	19
4	61	64
4	62	39
4	63	93
4	64	6
4	65	98
4	66	67
4	67	25
4	68	9
4	69	5
4	70	14
4	71	33
4	72	7
4	73	4
5	6	4
5	7	11
5	8	1
5	9	8
5	10	26
5	11	12
5	12	13
5	14	35
5	15	13
5	17	49
5	18	2
5	19	21
5	20	7
5	21	1
5	22	67
5	23	49
5	24	16
5	25	2
5	26	67
5	27	21
5	28	15
5	29	14
5	30	2
5	31	30
5	32	2
5	33	69
5	35	5
5	36	7
5	37	27
5	38	17
5	39	106
5	40	22
5	41	64
5	42	8
5	43	1
5	44	2
5	45	4
5	46	61
5	47	56
5	48	4
5	49	83
5	50	1
5	51	6
5	52	20
5	53	3
5	54	13
5	55	1
5	56	20
5	57	11
5	58	6
5	59	12
5	60	12
5	61	2
5	62	31
5	63	74
5	64	7
5	65	58
5	66	65
5	67	25
5	68	8
5	69	1
5	70	19
5	71	15
5	72	2
5	73	13
6	7	4
6	9	1
6	10	8
6	11	3
6	13	1
6	14	12
6	16	2
6	17	7
6	19	6
6	20	6
6	21	1
6	22	5
6	23	19
6	24	10
6	25	6
6	26	17
6	27	6
6	29	2
6	30	1
6	31	4
6	32	6
6	33	6
6	34	5
6	37	3
6	38	5
6	39	43
6	40	4
6	41	79
6	44	5
6	45	2
6	46	14
6	47	19
6	48	1
6	49	30
6	51	1
6	52	7
6	53	1
6	55	1
6	56	1
6	60	3
6	61	8
6	62	7
6	63	16
6	64	1
6	65	13
6	66	3
6	67	1
6	69	4
6	70	4
6	71	1
6	72	4
6	73	1
7	8	9
7	9	7
7	10	11
7	11	4
7	12	9
7	13	12
7	14	5
7	15	1
7	16	3
7	17	19
7	18	2
7	19	3
7	20	5
7	21	3
7	22	22
7	23	12
7	24	8
7	25	3
7	26	27
7	27	2
7	28	1
7	29	19
7	30	3
7	31	6
7	32	1
7	33	1
7	34	1
7	35	57
7	36	1
7	37	58
7	38	20
7	39	188
7	40	7
7	41	134
7	42	6
7	43	7
7	44	2
7	45	13
7	46	83
7	47	83
7	49	53
7	51	4
7	52	9
